;Bevölkerung 25 bis 44 Jahre (%);
;;
schluessel;regionaleinheit;wert
12068;Ostprignitz-Ruppin;20.8
12069;Potsdam-Mittelmark;20.4
12070;Prignitz;20.4
12071;Spree-Neiße;18.3
12072;Teltow-Fläming;23.7
12073;Uckermark;19.3
13003;Rostock;26.9
13004;Schwerin;23.9
13071;Mecklenburgische Seenplatte;19.8
13072;Rostock, Landkreis;20.7
13073;Vorpommern-Rügen;20.2
13074;Nordwestmecklenburg;21.5
13075;Vorpommern-Greifswald;21
13076;Ludwigslust-Parchim;20.8
14511;Chemnitz;24.6
14521;Erzgebirgskreis;18.9
14522;Mittelsachsen;20.1
14523;Vogtlandkreis;19.4
14524;Zwickau;20.3
14612;Dresden;28.8
14625;Bautzen;19.5
14626;Görlitz;18.8
14627;Meißen;19.7
14628;Sächsische Schweiz-Osterzgebirge;20
14713;Leipzig;32.6
14729;Leipzig, Landkreis;20.4
14730;Nordsachsen;21.2
15001;Dessau-Roßlau;20.2
15002;Halle (Saale);26.1
15003;Magdeburg;27.4
15081;Altmarkkreis Salzwedel;20.6
15082;Anhalt-Bitterfeld;20.4
15083;Börde;21.5
15084;Burgenlandkreis;20.6
15085;Harz;20.1
15086;Jerichower Land;20.4
15087;Mansfeld-Südharz;18.9
15088;Saalekreis;21.2
15089;Salzlandkreis;20.3
15090;Stendal;20.1
15091;Wittenberg;19.6
16051;Erfurt;26.7
16052;Gera;21.8
16053;Jena;29.3
16054;Suhl;19.1
16055;Weimar;24.9
16061;Eichsfeld;21.5
16062;Nordhausen;21.2
16063;Wartburgkreis;21
16064;Unstrut-Hainich-Kreis;21
16065;Kyffhäuserkreis;20
16066;Schmalkalden-Meiningen;21
16067;Gotha;22
16068;Sömmerda;21.1
16069;Hildburghausen;21
16070;Ilm-Kreis;23.1
16071;Weimarer Land;20.9
16072;Sonneberg;20.1
16073;Saalfeld-Rudolstadt;19.5
16074;Saale-Holzland-Kreis;20.8
16075;Saale-Orla-Kreis;19.7
16076;Greiz;18.3
16077;Altenburger Land;18.9
